player_id,team,season,game_id,date,home_road_flag,opponent,games_started,decision,shots_against,goals_against,save_pctg,shutouts,pim,toi,goals,assists,points,penalty_minutes,isActive,currentTeamAbbrev,firstName,lastName,sweaterNumber,position,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthStateProvince,birthCountry,shootsCatches,draftYear,draftTeamAbbrev,draftRound,draftPickInRound,draftOverallPick,gamesPlayed,wins,losses,otLosses,goalDifferential,goalsFor,goalsAgainst,homeWins,homeLosses,homeOtLosses,homePoints,roadWins,roadLosses,roadOtLosses,roadPoints
8475760,UTA,20222023,2022030246,5/14/2023,H,Golden Knights,0,,0,0,0,0,0,7:01,0,0,,0,TRUE,UTA,Nick,Bjugstad,17,C,198,95,7/17/1992,Minneapolis,Minnesota,USA,R,2010,FLA,1,19,19,,,,,,,,,,,,,,,
8475760,UTA,20222023,2022030245,5/12/2023,R,Golden Knights,0,,0,0,0,0,0,9:12,0,0,,0,TRUE,UTA,Nick,Bjugstad,17,C,198,95,7/17/1992,Minneapolis,Minnesota,USA,R,2010,FLA,1,19,19,,,,,,,,,,,,,,,
8475760,UTA,20222023,2022030244,5/10/2023,H,Golden Knights,0,,0,0,0,0,0,13:54,1,0,,0,TRUE,UTA,Nick,Bjugstad,17,C,198,95,7/17/1992,Minneapolis,Minnesota,USA,R,2010,FLA,1,19,19,,,,,,,,,,,,,,,
8475760,UTA,20222023,2022030243,5/8/2023,H,Golden Knights,0,,0,0,0,0,0,13:44,0,0,,0,TRUE,UTA,Nick,Bjugstad,17,C,198,95,7/17/1992,Minneapolis,Minnesota,USA,R,2010,FLA,1,19,19,,,,,,,,,,,,,,,
8475760,UTA,20222023,2022030242,5/6/2023,R,Golden Knights,0,,0,0,0,0,12,15:51,0,0,,12,TRUE,UTA,Nick,Bjugstad,17,C,198,95,7/17/1992,Minneapolis,Minnesota,USA,R,2010,FLA,1,19,19,,,,,,,,,,,,,,,
8475760,UTA,20222023,2022030241,5/3/2023,R,Golden Knights,0,,0,0,0,0,2,14:02,0,0,,2,TRUE,UTA,Nick,Bjugstad,17,C,198,95,7/17/1992,Minneapolis,Minnesota,USA,R,2010,FLA,1,19,19,,,,,,,,,,,,,,,
8475760,UTA,20222023,2022030186,4/29/2023,R,Kings,0,,0,0,0,0,2,14:43,0,0,,2,TRUE,UTA,Nick,Bjugstad,17,C,198,95,7/17/1992,Minneapolis,Minnesota,USA,R,2010,FLA,1,19,19,,,,,,,,,,,,,,,
8475760,UTA,20222023,2022030185,4/25/2023,H,Kings,0,,0,0,0,0,0,16:41,2,0,,0,TRUE,UTA,Nick,Bjugstad,17,C,198,95,7/17/1992,Minneapolis,Minnesota,USA,R,2010,FLA,1,19,19,,,,,,,,,,,,,,,
8475760,UTA,20222023,2022030184,4/23/2023,R,Kings,0,,0,0,0,0,0,15:14,0,0,,0,TRUE,UTA,Nick,Bjugstad,17,C,198,95,7/17/1992,Minneapolis,Minnesota,USA,R,2010,FLA,1,19,19,,,,,,,,,,,,,,,
8475760,UTA,20222023,2022030183,4/21/2023,R,Kings,0,,0,0,0,0,0,14:24,0,0,,0,TRUE,UTA,Nick,Bjugstad,17,C,198,95,7/17/1992,Minneapolis,Minnesota,USA,R,2010,FLA,1,19,19,,,,,,,,,,,,,,,
8475760,UTA,20222023,2022030182,4/19/2023,H,Kings,0,,0,0,0,0,0,14:24,0,0,,0,TRUE,UTA,Nick,Bjugstad,17,C,198,95,7/17/1992,Minneapolis,Minnesota,USA,R,2010,FLA,1,19,19,,,,,,,,,,,,,,,
8475760,UTA,20222023,2022030181,4/17/2023,H,Kings,0,,0,0,0,0,0,13:39,0,0,,0,TRUE,UTA,Nick,Bjugstad,17,C,198,95,7/17/1992,Minneapolis,Minnesota,USA,R,2010,FLA,1,19,19,,,,,,,,,,,,,,,
8476906,DET,20222023,2022030314,5/24/2023,R,Panthers,0,,0,0,0,0,0,20:53,0,0,16,0,TRUE,DET,Shayne,Gostisbehere,41,D,180,83,4/20/1993,Pembroke Pines,Florida,USA,L,2012,PHI,3,17,78,14,7,5,2,5,50,45,4,2,2,10,3,3,0,6
8476906,DET,20222023,2022030313,5/22/2023,R,Panthers,0,,0,0,0,0,0,17:21,0,0,16,0,TRUE,DET,Shayne,Gostisbehere,41,D,180,83,4/20/1993,Pembroke Pines,Florida,USA,L,2012,PHI,3,17,78,14,7,5,2,5,50,45,4,2,2,10,3,3,0,6
8476906,DET,20222023,2022030312,5/20/2023,H,Panthers,0,,0,0,0,0,4,16:07,0,0,16,4,TRUE,DET,Shayne,Gostisbehere,41,D,180,83,4/20/1993,Pembroke Pines,Florida,USA,L,2012,PHI,3,17,78,14,7,5,2,5,50,45,4,2,2,10,3,3,0,6
8476906,DET,20222023,2022030311,5/18/2023,H,Panthers,0,,0,0,0,0,0,35:24:00,0,0,16,0,TRUE,DET,Shayne,Gostisbehere,41,D,180,83,4/20/1993,Pembroke Pines,Florida,USA,L,2012,PHI,3,17,78,14,7,5,2,5,50,45,4,2,2,10,3,3,0,6
8476906,DET,20222023,2022030225,5/11/2023,H,Devils,0,,0,0,0,0,0,17:46,0,1,16,0,TRUE,DET,Shayne,Gostisbehere,41,D,180,83,4/20/1993,Pembroke Pines,Florida,USA,L,2012,PHI,3,17,78,14,7,5,2,5,50,45,4,2,2,10,3,3,0,6
8476906,DET,20222023,2022030224,5/9/2023,R,Devils,0,,0,0,0,0,0,16:36,0,0,16,0,TRUE,DET,Shayne,Gostisbehere,41,D,180,83,4/20/1993,Pembroke Pines,Florida,USA,L,2012,PHI,3,17,78,14,7,5,2,5,50,45,4,2,2,10,3,3,0,6
8476906,DET,20222023,2022030223,5/7/2023,R,Devils,0,,0,0,0,0,0,16:55,0,0,16,0,TRUE,DET,Shayne,Gostisbehere,41,D,180,83,4/20/1993,Pembroke Pines,Florida,USA,L,2012,PHI,3,17,78,14,7,5,2,5,50,45,4,2,2,10,3,3,0,6
8476906,DET,20222023,2022030222,5/5/2023,H,Devils,0,,0,0,0,0,0,15:54,0,2,16,0,TRUE,DET,Shayne,Gostisbehere,41,D,180,83,4/20/1993,Pembroke Pines,Florida,USA,L,2012,PHI,3,17,78,14,7,5,2,5,50,45,4,2,2,10,3,3,0,6
8476906,DET,20222023,2022030221,5/3/2023,H,Devils,0,,0,0,0,0,0,16:49,0,0,16,0,TRUE,DET,Shayne,Gostisbehere,41,D,180,83,4/20/1993,Pembroke Pines,Florida,USA,L,2012,PHI,3,17,78,14,7,5,2,5,50,45,4,2,2,10,3,3,0,6
8476906,DET,20222023,2022030136,4/28/2023,R,Islanders,0,,0,0,0,0,0,16:12,0,0,16,0,TRUE,DET,Shayne,Gostisbehere,41,D,180,83,4/20/1993,Pembroke Pines,Florida,USA,L,2012,PHI,3,17,78,14,7,5,2,5,50,45,4,2,2,10,3,3,0,6
8476906,DET,20222023,2022030135,4/25/2023,H,Islanders,0,,0,0,0,0,0,13:49,0,0,16,0,TRUE,DET,Shayne,Gostisbehere,41,D,180,83,4/20/1993,Pembroke Pines,Florida,USA,L,2012,PHI,3,17,78,14,7,5,2,5,50,45,4,2,2,10,3,3,0,6
8476906,DET,20222023,2022030134,4/23/2023,R,Islanders,0,,0,0,0,0,0,16:32,0,0,16,0,TRUE,DET,Shayne,Gostisbehere,41,D,180,83,4/20/1993,Pembroke Pines,Florida,USA,L,2012,PHI,3,17,78,14,7,5,2,5,50,45,4,2,2,10,3,3,0,6
8476906,DET,20222023,2022030133,4/21/2023,R,Islanders,0,,0,0,0,0,2,15:34,0,0,16,2,TRUE,DET,Shayne,Gostisbehere,41,D,180,83,4/20/1993,Pembroke Pines,Florida,USA,L,2012,PHI,3,17,78,14,7,5,2,5,50,45,4,2,2,10,3,3,0,6
8476906,DET,20222023,2022030132,4/19/2023,H,Islanders,0,,0,0,0,0,0,18:27,0,0,16,0,TRUE,DET,Shayne,Gostisbehere,41,D,180,83,4/20/1993,Pembroke Pines,Florida,USA,L,2012,PHI,3,17,78,14,7,5,2,5,50,45,4,2,2,10,3,3,0,6
8476906,DET,20222023,2022030131,4/17/2023,H,Islanders,0,,0,0,0,0,0,15:38,0,0,16,0,TRUE,DET,Shayne,Gostisbehere,41,D,180,83,4/20/1993,Pembroke Pines,Florida,USA,L,2012,PHI,3,17,78,14,7,5,2,5,50,45,4,2,2,10,3,3,0,6
8475906,TOR,20222023,2022030166,4/28/2023,H,Stars,0,,0,0,0,0,0,14:02,0,0,16,0,TRUE,TOR,John,Klingberg,3,D,188,84,8/14/1992,Gothenburg,,SWE,R,2010,DAL,5,11,131,14,7,5,2,-2,50,52,4,4,0,8,3,1,2,8
8475906,TOR,20222023,2022030165,4/25/2023,R,Stars,0,,0,0,0,0,0,17:06,0,0,16,0,TRUE,TOR,John,Klingberg,3,D,188,84,8/14/1992,Gothenburg,,SWE,R,2010,DAL,5,11,131,14,7,5,2,-2,50,52,4,4,0,8,3,1,2,8
8475906,TOR,20222023,2022030164,4/23/2023,H,Stars,0,,0,0,0,0,0,19:25,1,1,16,0,TRUE,TOR,John,Klingberg,3,D,188,84,8/14/1992,Gothenburg,,SWE,R,2010,DAL,5,11,131,14,7,5,2,-2,50,52,4,4,0,8,3,1,2,8
8475906,TOR,20222023,2022030163,4/21/2023,H,Stars,0,,0,0,0,0,0,16:38,0,2,16,0,TRUE,TOR,John,Klingberg,3,D,188,84,8/14/1992,Gothenburg,,SWE,R,2010,DAL,5,11,131,14,7,5,2,-2,50,52,4,4,0,8,3,1,2,8
8477903,PHI,20222023,2022030117,4/30/2023,H,Panthers,0,,0,0,0,0,0,5:42,0,0,13,0,TRUE,PHI,Garnet,Hathaway,19,R,188,96,11/23/1991,Naples,Florida,USA,R,,,,,,14,6,7,1,0,44,44,3,4,0,6,3,3,1,7
8477903,PHI,20222023,2022030116,4/28/2023,R,Panthers,0,,0,0,0,0,0,7:31,0,0,13,0,TRUE,PHI,Garnet,Hathaway,19,R,188,96,11/23/1991,Naples,Florida,USA,R,,,,,,14,6,7,1,0,44,44,3,4,0,6,3,3,1,7
8477903,PHI,20222023,2022030115,4/26/2023,H,Panthers,0,,0,0,0,0,0,11:42,0,0,13,0,TRUE,PHI,Garnet,Hathaway,19,R,188,96,11/23/1991,Naples,Florida,USA,R,,,,,,14,6,7,1,0,44,44,3,4,0,6,3,3,1,7
